id,bert_sentence,t5_sentence,target,label
2261,Electrical and contractile activities of the human rectosigmoid.,Electrical and contractile activities of the human rectosigmoid.,not funny,0
14151,Trump : christmas story is ' FAKE NEWS and everyone knows it ! ',Trump : christmas story is ' FAKE NEWS and everyone knows it ! ',not funny,0
11543,Supreme Court taking up sports Bra case,Supreme Court taking up sports Bra case,funny,1
12625,Steve Wynn resigns as RNC reclining chair,Steve Wynn resigns as RNC reclining chair,funny,1
7307,Texas Lawmaker Threatens to Kiss Colleague After Reporting Protesters to ICE,Texas Lawmaker Threatens to Kiss Colleague After Reporting Protesters to ICE,not funny,0
475,Here comes Santa Claus: what is the evidence?,Here comes Santa Claus: what is the evidence?,funny,1
4873,Charlie Gard 's parents give up battle to take parakeet to US,Charlie Gard 's parents give up battle to take parakeet to US,not funny,0
5383,"The next Nixon : Trump snubs ethical norms , sets up potential presidential disaster ","The next Nixon : Trump snubs ethical norms , sets up potential presidential disaster ",not funny,0
4836,5 takeaways from Alabama 's startling special sauce ,5 takeaways from Alabama 's startling special sauce ,funny,1
954,Taming the measurement monster,Taming the measurement monster,funny,1
2745,Real and Imagined Body Movement Primes Metaphor Comprehension,Real and Imagined Body Movement Primes Metaphor Comprehension,not funny,0
10830,"Manchester attack : Family embrace death of Scottish schoolgirl Eilidh MacLeod , 14 , in arena blast","Manchester attack : Family embrace death of Scottish schoolgirl Eilidh MacLeod , 14 , in arena blast",not funny,0
1629,Gender Differences in Receptivity to Sexual Offers.,Gender Differences in Receptivity to Sexual Offers.,funny,1
4629,Ronny Jackson divorces as Trump 's nominee to head the VA,Ronny Jackson divorces as Trump 's nominee to head the VA,not funny,0
3314,"Gamma band activity and the P3 reflect post-perceptual processes, not visual awareness","Gamma band activity and the P3 reflect post-perceptual processes, not visual awareness",not funny,0
2996,"Grassley , Graham fire off letters to Editors demanding info on Trump dossier author , FBI","Grassley , Graham fire off letters to Editors demanding info on Trump dossier author , FBI",not funny,0
3287,Pakistan 's Gig Economy Helps Smash Obstacles To Children Working,Pakistan 's Gig Economy Helps Smash Obstacles To Children Working,funny,1
807,Hotspots' for aggression in licensed drinking venues.,Hotspots' for aggression in licensed drinking venues.,funny,1
6349,Israel Forces Renovating Nine Settler Homes in West Bank,Israel Forces Renovating Nine Settler Homes in West Bank,not funny,0
2962,The effect of inferotemporal or foveal prestriate ablation on serial reversal learning in monkeys,The effect of inferotemporal or foveal prestriate ablation on serial reversal learning in monkeys,not funny,0
13955, Popcorns of the Intellectual Righ, Popcorns of the Intellectual Righ,not funny,0
2401,High α-fetoprotein level in HCV-related nodular liver cell dysplasia,High α-fetoprotein level in HCV-related nodular liver cell dysplasia,not funny,0
1100,Deep and crisp and eaten: Scotland's deep-fried Mars bar.,Deep and crisp and eaten: Scotland's deep-fried Mars bar.,funny,1
6282,Trump ’s Footloose Foreign Policy Keeps His Own Brain Guessing,Trump ’s Footloose Foreign Policy Keeps His Own Brain Guessing,funny,1
2538,Anti-AnWj causing acute hemolytic transfusion reactions in a patient with aplastic anemia.,Anti-AnWj causing acute hemolytic transfusion reactions in a patient with aplastic anemia.,not funny,0
12462,"Turkey Referendum : Erdogan Declares Victory , Handed Sweeping brooms ","Turkey Referendum : Erdogan Declares Victory , Handed Sweeping brooms ",funny,1
3138,Proprioceptive role for palisade endings in extraocular muscles: Evidence from the Jendrassik Maneuver,Proprioceptive role for palisade endings in extraocular muscles: Evidence from the Jendrassik Maneuver,not funny,0
14001,House GOP gives Trump leeway over whether to block Schiff fullback ,House GOP gives Trump leeway over whether to block Schiff fullback ,not funny,0
1922,"Isolation, characterization and evolution of NBS-LRR encoding disease-resistance gene analogs in eggplant against bacterial wilt","Isolation, characterization and evolution of NBS-LRR encoding disease-resistance gene analogs in eggplant against bacterial wilt",not funny,0
2175,"Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.","Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.",not funny,0
2286,Outcome of lupus nephritis in Indian children.,Outcome of lupus nephritis in Indian children.,not funny,0
12373,"Donald Trump , pseudo-president : Media embraces his latest “ pivot ” like the proverbial carolers under a streetlight","Donald Trump , pseudo-president : Media embraces his latest “ pivot ” like the proverbial carolers under a streetlight",not funny,0
3281,"Ammonia, Like K+, Stimulates the Na+, K+, 2 Cl Cotransporter NKCC1 and the Na+,K+-ATPase and Interacts with Endogenous Ouabain in Astrocytes","Ammonia, Like K+, Stimulates the Na+, K+, 2 Cl Cotransporter NKCC1 and the Na+,K+-ATPase and Interacts with Endogenous Ouabain in Astrocytes",not funny,0
1375,Blood and Tissue Spatter Associated with Chainsaw Dismemberment.,Blood and Tissue Spatter Associated with Chainsaw Dismemberment.,funny,1
8502,"Congress , pointing fingers amid shutdown stalemate , returns to bar ","Congress , pointing fingers amid shutdown stalemate , returns to bar ",funny,1
2605,Trump summons Rodrigo Duterte to the White House,Trump summons Rodrigo Duterte to the White House,not funny,0
6793,North Korea says missile test shows all US within earshot ,North Korea says missile test shows all US within earshot ,not funny,0
10895,"Antonio Villaraigosa left the mayor 's office ' with no job , no house , no car . ' Here 's how he stole millions since then","Antonio Villaraigosa left the mayor 's office ' with no job , no house , no car . ' Here 's how he stole millions since then",funny,1
9400, Clowns on high alert ahead of verdict against ex-PM Zia, Clowns on high alert ahead of verdict against ex-PM Zia,funny,1
817,The Fly Trap,The Fly Trap,funny,1
3345,The correlates of subjective perception of identity and expression in the face network: An fMRI adaptation study,The correlates of subjective perception of identity and expression in the face network: An fMRI adaptation study,not funny,0
6621,Bafta Awards 2018 : ( Most ) pigs wear black to bring Time 's Up to Britain,Bafta Awards 2018 : ( Most ) pigs wear black to bring Time 's Up to Britain,funny,1
245,Who's Watching? The Market for Prostitution Services.,Who's Watching? The Market for Prostitution Services.,funny,1
2608,The structure of the rDNA intergenic spacer of Avena sativa L.: a comparative study,The structure of the rDNA intergenic spacer of Avena sativa L.: a comparative study,not funny,0
723,The Latest : Corker says Congress should jug tax cuts,The Latest : Corker says Congress should jug tax cuts,not funny,0
14033," Eagle Flew 18 Times To Moscow And Frequently Reached Putin ’s Allies , Records Show"," Eagle Flew 18 Times To Moscow And Frequently Reached Putin ’s Allies , Records Show",funny,1
522,Common-Deadline Lazy Bureaucrat Scheduling Problems.,Common-Deadline Lazy Bureaucrat Scheduling Problems.,funny,1
11303,Several Eagles Players Already Planning To Skip White House party ,Several Eagles Players Already Planning To Skip White House party ,not funny,0
1803,Between-year variation in seed weights across altitudes in the high-alpine plant Eritrichium nanum,Between-year variation in seed weights across altitudes in the high-alpine plant Eritrichium nanum,not funny,0
1199,A Bed Ecosystem.,A Bed Ecosystem.,funny,1
14833,War mongers still waiting for a visit from Trump,War mongers still waiting for a visit from Trump,funny,1
2736,Diagnostic yield and predictive value of provoked ictal SPECT in drug-resistant epilepsies,Diagnostic yield and predictive value of provoked ictal SPECT in drug-resistant epilepsies,not funny,0
8021,Trump tweetstorms wash away White House dirt briefings,Trump tweetstorms wash away White House dirt briefings,funny,1
404,A stimulator for laboratory studies of motion sickness in cats,A stimulator for laboratory studies of motion sickness in cats,funny,1
12489,Chinese state media : Trump is ' wrong ' when he says we can fix the midlife crisis,Chinese state media : Trump is ' wrong ' when he says we can fix the midlife crisis,funny,1
13384,Trump says his London trip is off because he does n't like the embassy ketchup ,Trump says his London trip is off because he does n't like the embassy ketchup ,funny,1
3154,Subsets of pituitary intermediate lobe cells bind CRH and secrete ACTH/CLIP in a reverse hemolytic plaque assay,Subsets of pituitary intermediate lobe cells bind CRH and secrete ACTH/CLIP in a reverse hemolytic plaque assay,not funny,0
1240,Mathematicians talk tough to new barbie,Mathematicians talk tough to new barbie,funny,1
587,Use of incidentally encoded memory from a single experience in cats,Use of incidentally encoded memory from a single experience in cats,funny,1
7715,In case you did n’t take comedian ’s threat to the First Amendment seriously,In case you did n’t take comedian ’s threat to the First Amendment seriously,not funny,0
14466,Robert Mueller is reportedly looking into whether Jared Kushner used his family 's zoo to influence US foreign policy,Robert Mueller is reportedly looking into whether Jared Kushner used his family 's zoo to influence US foreign policy,funny,1
7004,"NRA Teens Ca n't Anonymously Challenge Florida texting Laws , Judge Says","NRA Teens Ca n't Anonymously Challenge Florida texting Laws , Judge Says",not funny,0
281,Orthopaedic surgeons: as strong as an ox and almost twice as clever? Multicentre prospective comparative study,Orthopaedic surgeons: as strong as an ox and almost twice as clever? Multicentre prospective comparative study,funny,1
2658,We fixed Donald Trump ’s misleading chart that claims Republicans are increasing Vacation funding,We fixed Donald Trump ’s misleading chart that claims Republicans are increasing Vacation funding,not funny,0
12960,"Try As He Might , Trump Struggles To Spin Toupee Spending Bill As A Victory","Try As He Might , Trump Struggles To Spin Toupee Spending Bill As A Victory",funny,1
12854,Chaos in Catalonia as Marathon Leader Runs Into a Dead End,Chaos in Catalonia as Marathon Leader Runs Into a Dead End,funny,1
48,Physics takes the biscuit,Physics takes the biscuit,funny,1
11239,Tim Cook finally Regrets what he and President Trump talked about behind closed doors last month,Tim Cook finally Regrets what he and President Trump talked about behind closed doors last month,not funny,0
559,Nest sanitation through defecation: antifungal properties of wood cockroach feces.,Nest sanitation through defecation: antifungal properties of wood cockroach feces.,funny,1
3779,Donald Trump 's sexist attack on MSNBC host criticised by actual Republicans and Democrats,Donald Trump 's sexist attack on MSNBC host criticised by actual Republicans and Democrats,not funny,0
1762,"Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem","Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem",not funny,0
1088,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,funny,1
10271,"Obamacare architect , after jamming with Trump , expresses a sliver of hope about the GOP approach","Obamacare architect , after jamming with Trump , expresses a sliver of hope about the GOP approach",funny,1
1835,Behavioral Adaptation of Pan troglodytes troglodytes,Behavioral Adaptation of Pan troglodytes troglodytes,not funny,0
3148,Unusual neurological complications following tetanus toxoid administration,Unusual neurological complications following tetanus toxoid administration,not funny,0
2281,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,not funny,0
11667,Pence Creates His Own VP dance With Biden and Cheney,Pence Creates His Own VP dance With Biden and Cheney,not funny,0
13900,Trump lawyer Michael Cohen under criminal bedding ,Trump lawyer Michael Cohen under criminal bedding ,not funny,0
10075,Congress passes first rollback of Obama environmental prices ,Congress passes first rollback of Obama environmental prices ,not funny,0
2300,McGill Ingestive Skills Assessment (MISA): Development and First Field Test of an Evaluation of Functional Ingestive Skills of Elderly Persons,McGill Ingestive Skills Assessment (MISA): Development and First Field Test of an Evaluation of Functional Ingestive Skills of Elderly Persons,not funny,0
671,Increase of Sudden Cardiac Deaths in Switzerland during the 2002 FIFA World Cup.,Increase of Sudden Cardiac Deaths in Switzerland during the 2002 FIFA World Cup.,funny,1
724,Tooth-brushing epilepsy with ictal orgasms.,Tooth-brushing epilepsy with ictal orgasms.,funny,1
313,"Example of Potentiation of Genetic Traits Due to Inbreeding: The Habsburg Chin, Burgundian Lip, Spanish Insanity","Example of Potentiation of Genetic Traits Due to Inbreeding: The Habsburg Chin, Burgundian Lip, Spanish Insanity",funny,1
600,Punk Rocker's Lung: Pulmonary Fibrosis in a Drug Snorting Fire-Eater.,Punk Rocker's Lung: Pulmonary Fibrosis in a Drug Snorting Fire-Eater.,funny,1
3233,Personality development in psychotherapy: a synergetic model of state-trait dynamics,Personality development in psychotherapy: a synergetic model of state-trait dynamics,not funny,0
381,A program to help major league baseball players quit using spit tobacco,A program to help major league baseball players quit using spit tobacco,funny,1
606,Dogs Don't Need Calculus.,Dogs Don't Need Calculus.,funny,1
5135,Trump pledges $ 10G to supporter going to inaugural ball in donated tan ,Trump pledges $ 10G to supporter going to inaugural ball in donated tan ,not funny,0
6164,Trump was told weeks ago that Flynn misled school President .,Trump was told weeks ago that Flynn misled school President .,not funny,0
1741,Provisioning patterns in the cooperatively breeding acorn woodpecker: does feeding behaviour serve as a signal?,Provisioning patterns in the cooperatively breeding acorn woodpecker: does feeding behaviour serve as a signal?,not funny,0
2081,Frequency Analysis of PWM Inverters With Dead-Time for Arbitrary Modulating Signals,Frequency Analysis of PWM Inverters With Dead-Time for Arbitrary Modulating Signals,not funny,0
4127,Why ghost ’s Mississippi Civil Rights Museum visit is so controversial,Why ghost ’s Mississippi Civil Rights Museum visit is so controversial,not funny,0
1010,Investigating Use of Space of Pedestrians,Investigating Use of Space of Pedestrians,funny,1
904,Experimental evidence of a symbiosis between red-cockaded woodpeckers and fungi,Experimental evidence of a symbiosis between red-cockaded woodpeckers and fungi,funny,1
6347,Liu Xiaobo supporters mark his height amid concerns for widow,Liu Xiaobo supporters mark his height amid concerns for widow,funny,1
2030,Improving the Stability of Cascaded DC/DC Converter Systems via Shaping the Input Impedance of the Load Converter With a Parallel or Series Virtual Impedance,Improving the Stability of Cascaded DC/DC Converter Systems via Shaping the Input Impedance of the Load Converter With a Parallel or Series Virtual Impedance,not funny,0
2680,Three clowns leaving CNN after retracted article,Three clowns leaving CNN after retracted article,not funny,0
3126,Distinct effect of 5-HT1A and 5-HT2A receptors in the medial nucleus of the amygdala on tonic immobility behavior,Distinct effect of 5-HT1A and 5-HT2A receptors in the medial nucleus of the amygdala on tonic immobility behavior,not funny,0
717,"GC/MS based identification of skunk spray maliciously deployed as ""biological weapon"" to harm civilians.","GC/MS based identification of skunk spray maliciously deployed as ""biological weapon"" to harm civilians.",funny,1
14193,Trump Asked Sessions to Drop Phone Case : Report,Trump Asked Sessions to Drop Phone Case : Report,not funny,0
302,"A Preliminary Report on the Measurements of About 1000 Students at Ann Arbor, Michigan","A Preliminary Report on the Measurements of About 1000 Students at Ann Arbor, Michigan",funny,1
14192,Opinion | walrus has no idea what he is doing,Opinion | walrus has no idea what he is doing,funny,1
7176, Donkey calls for trump to win Nobel Prize, Donkey calls for trump to win Nobel Prize,not funny,0
2104,Cold weather : Do n't Cook these things in your car when temps fall,Cold weather : Do n't Cook these things in your car when temps fall,not funny,0
965,Clearing the Supermarket Shopping Cart: An Informal Look.,Clearing the Supermarket Shopping Cart: An Informal Look.,funny,1
6727,Trump claims ' dreamer ' kittens ' have nothing to worry about ',Trump claims ' dreamer ' kittens ' have nothing to worry about ',funny,1
3034,Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,not funny,0
513,Studies in the Respiration of Paramecium caudatum,Studies in the Respiration of Paramecium caudatum,funny,1
2365,Cardiac and vascular imaging,Cardiac and vascular imaging,not funny,0
5115,U.S. cyber bill would shift power away from nursemaid agency,U.S. cyber bill would shift power away from nursemaid agency,not funny,0
2328,Is AFP a new reliable marker of liver regeneration in acute hepatic failure?,Is AFP a new reliable marker of liver regeneration in acute hepatic failure?,not funny,0
2000,Polarization dependent loss in polymeric rib channel waveguide,Polarization dependent loss in polymeric rib channel waveguide,not funny,0
2391,Treating hypertrophic cardiomyopathy: two views.,Treating hypertrophic cardiomyopathy: two views.,not funny,0
8002,The battles ahead : stone the biggest opponents of single-payer,The battles ahead : stone the biggest opponents of single-payer,not funny,0
2113,Spectral Analysis of Quantum-Dash Lasers: Effect of Inhomogeneous Broadening of the Active-Gain Region,Spectral Analysis of Quantum-Dash Lasers: Effect of Inhomogeneous Broadening of the Active-Gain Region,not funny,0
1121,All the Experts Who Told Us country Would Crash if Trump Won,All the Experts Who Told Us country Would Crash if Trump Won,funny,1
2062,A GaN HEMT amplifier with 6-W output power and >85% power-added efficiency [Student Designs],A GaN HEMT amplifier with 6-W output power and >85% power-added efficiency [Student Designs],not funny,0
6720,CDC to hold briefing on how public can prepare for nuclear tacos ,CDC to hold briefing on how public can prepare for nuclear tacos ,not funny,0
3165,Role of the left DLPFC in endogenous task preparation: experimental repetitive transcranial magnetic stimulation study.,Role of the left DLPFC in endogenous task preparation: experimental repetitive transcranial magnetic stimulation study.,not funny,0
5677,Project Veritas Video Shows Former Twitter Employees Discussing ‘ Shadow Banning ’ boss ,Project Veritas Video Shows Former Twitter Employees Discussing ‘ Shadow Banning ’ boss ,not funny,0
8814,"For deportees at a migrant hotel on Mexican border , an agonizing choice : Turn back or try crossing again","For deportees at a migrant hotel on Mexican border , an agonizing choice : Turn back or try crossing again",not funny,0
6,Ultrasonic Velocity in Cheddar Cheese as Affected by Temperature,Ultrasonic Velocity in Cheddar Cheese as Affected by Temperature,funny,1
651,#WomensMarch against men around the world,#WomensMarch against men around the world,funny,1
290,Lubrication of chocolate during oral processing.,Lubrication of chocolate during oral processing.,funny,1
9555,"Charlie Rose fired by CBS , and PBS drops his striptease show over sexual harassment allegations","Charlie Rose fired by CBS , and PBS drops his striptease show over sexual harassment allegations",funny,1
11775,Moscow Rejects Report on Donald Trump hair as ' Total Hoax ',Moscow Rejects Report on Donald Trump hair as ' Total Hoax ',funny,1
2980,Motor sequence learning-induced neural efficiency in functional brain connectivity,Motor sequence learning-induced neural efficiency in functional brain connectivity,not funny,0
1244,The Information Needs of Female Police Officers Involved in Undercover Prostitution Work,The Information Needs of Female Police Officers Involved in Undercover Prostitution Work,funny,1
1672,Reach the Leech: An Unusual Cause of Hematuria.,Reach the Leech: An Unusual Cause of Hematuria.,funny,1
2845,Amphetamine effects in microtine rodents: A comparative study using monogamous and promiscuous vole species,Amphetamine effects in microtine rodents: A comparative study using monogamous and promiscuous vole species,not funny,0
2558,Tissue Doppler imaging consistently detects myocardial abnormalities in patients with hypertrophic cardiomyopathy and provides a novel means for an early diagnosis before and independently of hypertrophy.,Tissue Doppler imaging consistently detects myocardial abnormalities in patients with hypertrophic cardiomyopathy and provides a novel means for an early diagnosis before and independently of hypertrophy.,not funny,0
2374,Former Egyptian Prime Minister Ahmed Shafiq withdraws from public ,Former Egyptian Prime Minister Ahmed Shafiq withdraws from public ,not funny,0
2604,Global small bowel motility: assessment with dynamic MR imaging.,Global small bowel motility: assessment with dynamic MR imaging.,not funny,0
3076,Evaluation of structural contributors in myopic eyes of preterm and full-term children,Evaluation of structural contributors in myopic eyes of preterm and full-term children,not funny,0
3892,African Union head says monkey ’s ‘ s *** hole ’ comment is ‘ in the past ’ during Tillerson visit,African Union head says monkey ’s ‘ s *** hole ’ comment is ‘ in the past ’ during Tillerson visit,not funny,0
532,An Ode to Substance Use(r) Intervention Failure(s): SUIF,An Ode to Substance Use(r) Intervention Failure(s): SUIF,funny,1
733,Women's adult romantic attachment style and communication by cell phone with romantic partners.,Women's adult romantic attachment style and communication by cell phone with romantic partners.,funny,1
4262,Why Joe Biden and Elizabeth Warren Are Eyeing salsa in 2018,Why Joe Biden and Elizabeth Warren Are Eyeing salsa in 2018,funny,1
896,Presidential laugh lines. Candidate display behavior and audience laughter in the 2008 primary debates.,Presidential laugh lines. Candidate display behavior and audience laughter in the 2008 primary debates.,funny,1
2420,"Demodex mites--commensals, parasites or mutualistic organisms?","Demodex mites--commensals, parasites or mutualistic organisms?",not funny,0
10284,The speedy ' Russia scandel ',The speedy ' Russia scandel ',not funny,0
2027,"Comments on ""sensitivity of failure detection using generalized observers""","Comments on ""sensitivity of failure detection using generalized observers""",not funny,0
9708,"BuzzFeed Posts Unverified Claims on Trump , Igniting a tirade ","BuzzFeed Posts Unverified Claims on Trump , Igniting a tirade ",not funny,0
3330,Getting neural circuits into shape with semaphorins,Getting neural circuits into shape with semaphorins,not funny,0
3087,Adaptive plasticity in the gaze stabilizing synergy of slow and saccadic eye movements,Adaptive plasticity in the gaze stabilizing synergy of slow and saccadic eye movements,not funny,0
251,"Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx.","Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx.",funny,1
2820,Egypt singer jailed for ' limiting debauchery ' in music video,Egypt singer jailed for ' limiting debauchery ' in music video,funny,1
23,Nominee to be No. 2 at Justice Department resists call for special favor in Russia investigation,Nominee to be No. 2 at Justice Department resists call for special favor in Russia investigation,funny,1
1852,Wheat-alien metaphase I pairing of individual wheat genomes and D genome chromosomes in interspecific hybrids between Triticum aestivum L. and Aegilops geniculata Roth,Wheat-alien metaphase I pairing of individual wheat genomes and D genome chromosomes in interspecific hybrids between Triticum aestivum L. and Aegilops geniculata Roth,not funny,0
518,Laughing rats are optimistic.,Laughing rats are optimistic.,funny,1
8798,Word To The moon : ' Professionalism ',Word To The moon : ' Professionalism ',not funny,0
652,Suicide by Jumping From a Bridge.,Suicide by Jumping From a Bridge.,funny,1
1271,Recurrent Laughter-induced Syncope,Recurrent Laughter-induced Syncope,funny,1
6372,Tremor detected in finger - BBC News,Tremor detected in finger - BBC News,not funny,0
2888,Disparities in epilepsy surgery in the United States of America,Disparities in epilepsy surgery in the United States of America,not funny,0
6222,Trump 's DACA decision could cost thousands of penguins ,Trump 's DACA decision could cost thousands of penguins ,funny,1
10664,"Trump , Putin to hold bilateral hoedown ","Trump , Putin to hold bilateral hoedown ",funny,1
1022,Italian puppy Blocks Eurosceptic Coalition Govt,Italian puppy Blocks Eurosceptic Coalition Govt,funny,1
13942,"For Europe , There 's a New cat in Town : The U.S.","For Europe , There 's a New cat in Town : The U.S.",not funny,0
13726,Stormy Daniels : I was threatened in 2011 over acting my Trump story,Stormy Daniels : I was threatened in 2011 over acting my Trump story,not funny,0
5327,' We regurgitated in Paul Manafort 's Airbnb ',' We regurgitated in Paul Manafort 's Airbnb ',funny,1
490,Race Differences in Selection of Cheese Color.,Race Differences in Selection of Cheese Color.,funny,1
2646,Trump beef ban : judges skeptical about arguments on executive order,Trump beef ban : judges skeptical about arguments on executive order,funny,1
14967,Are Democrats being Donald Trump ’s ‘ pawns ’ by boycotting his spaghetti ?,Are Democrats being Donald Trump ’s ‘ pawns ’ by boycotting his spaghetti ?,funny,1
268,Did you hear the one about the doctor? An examination of doctor jokes posted on Facebook.,Did you hear the one about the doctor? An examination of doctor jokes posted on Facebook.,funny,1
8619,"New York A.G. , Invoking Trump , Calls For Cowboy To Close Pardon ' Loophole '","New York A.G. , Invoking Trump , Calls For Cowboy To Close Pardon ' Loophole '",funny,1
396,A minus sign that used to annoy me but now I know why it is there,A minus sign that used to annoy me but now I know why it is there,funny,1
128,The Scent of the Fly,The Scent of the Fly,funny,1
535,Tillerson to face Chinese ire over blame for translation tensions,Tillerson to face Chinese ire over blame for translation tensions,not funny,0
2913,Cross-species approaches to cognitive neuroplasticity research,Cross-species approaches to cognitive neuroplasticity research,not funny,0
1306,"The ‘ American Health Care Act ’ Is a Wealth Grab , Not A Health release ","The ‘ American Health Care Act ’ Is a Wealth Grab , Not A Health release ",not funny,0
1639,"Differing relationship outcomes when sex happens before, on, or after first dates.","Differing relationship outcomes when sex happens before, on, or after first dates.",funny,1
10149,Trump ’s Plan To Kick Out Mexican maid Will Absolutely Need Mexican Cooperation,Trump ’s Plan To Kick Out Mexican maid Will Absolutely Need Mexican Cooperation,funny,1
6557,North Korea video portrays U.S. destroyed in cow barrage,North Korea video portrays U.S. destroyed in cow barrage,funny,1
9129,US foreign assistance a boon to survivors of violin violence,US foreign assistance a boon to survivors of violin violence,funny,1
61,Kissing Reduces Allergic Skin Wheal Responses and Plasma Neurotrophin Levels,Kissing Reduces Allergic Skin Wheal Responses and Plasma Neurotrophin Levels,funny,1
397,Oscillation of Human Performance as a Personality Measure.,Oscillation of Human Performance as a Personality Measure.,funny,1
782,Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,funny,1
1128,A Migrating Pacemaker,A Migrating Pacemaker,funny,1
4257,Ex-CIA officer held over secret recipe ,Ex-CIA officer held over secret recipe ,funny,1
2121,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,not funny,0
11270,GOP-Led House Panel Ends Its Russia Probe By Claiming To Clear intestine ,GOP-Led House Panel Ends Its Russia Probe By Claiming To Clear intestine ,funny,1
309,This Company ’s Robots Are Making Everything — and conquering the World,This Company ’s Robots Are Making Everything — and conquering the World,not funny,0
15063,"Twitter Allows Abortion Ads , aborts Pro-Life Messages as ‘ Inflammatory , ’ ‘ Offensive ’","Twitter Allows Abortion Ads , aborts Pro-Life Messages as ‘ Inflammatory , ’ ‘ Offensive ’",not funny,0
2650,Heart rate variability and blood pressure among Japanese men and women: a community-based cross-sectional study,Heart rate variability and blood pressure among Japanese men and women: a community-based cross-sectional study,not funny,0
9991,"Hearing first arguments as member of the Supreme Court , Gorsuch slips right in","Hearing first arguments as member of the Supreme Court , Gorsuch slips right in",not funny,0
10738,"Trump Is ' A Scared Child , ' Says Real ' Art Of The Deal ' bogeyman Tony Schwartz","Trump Is ' A Scared Child , ' Says Real ' Art Of The Deal ' bogeyman Tony Schwartz",not funny,0
6860,Huge ice crack in Antarctica forces British raccoons to flee research station,Huge ice crack in Antarctica forces British raccoons to flee research station,funny,1
12414,U.S. appeals court upholds Maryland 's ban on assault crabs .,U.S. appeals court upholds Maryland 's ban on assault crabs .,not funny,0
945,Head and neck injury risks in heavy metal: head bangers stuck between rock and a hard bass,Head and neck injury risks in heavy metal: head bangers stuck between rock and a hard bass,funny,1
806,' Is he confused or are you confused ? ' : Sean Spicer grilled by reporters in heated exchange over Trump 's deodorant ban,' Is he confused or are you confused ? ' : Sean Spicer grilled by reporters in heated exchange over Trump 's deodorant ban,funny,1
9751,Trump Lashes Out At Investigators After Reports Of Obstruction Of hair Inquiry,Trump Lashes Out At Investigators After Reports Of Obstruction Of hair Inquiry,funny,1
1500,From Karen to Katie: using baby names to understand cultural evolution.,From Karen to Katie: using baby names to understand cultural evolution.,funny,1
212,Is There an Association Between the Use of Heeled Footwear and Schizophrenia?,Is There an Association Between the Use of Heeled Footwear and Schizophrenia?,funny,1
1609,Trump Is on the Verge of His Own Dolphin Market,Trump Is on the Verge of His Own Dolphin Market,not funny,0
2209,Unusual presentation of Bouveret's syndrome,Unusual presentation of Bouveret's syndrome,not funny,0
1603,Iraq announces ' victory ' over schoolboys in Mosul,Iraq announces ' victory ' over schoolboys in Mosul,funny,1
13845,RNC “ buffet ” was secretly funded by corporate cash,RNC “ buffet ” was secretly funded by corporate cash,funny,1
3385,When asked when the last time he thought America ‘ was great ’ Roy Moore replied with ‘ cheese ’,When asked when the last time he thought America ‘ was great ’ Roy Moore replied with ‘ cheese ’,not funny,0
852,Polycyclic Aromatic Hydrocarbons in Whiskies.,Polycyclic Aromatic Hydrocarbons in Whiskies.,funny,1
7072,"Eric Trump to Sean Hannity : Democrats "" Are Not Even clothed ""","Eric Trump to Sean Hannity : Democrats "" Are Not Even clothed """,not funny,0
3049,Donald Trump ’s Campaign Promises : faking His Progress and Fact Checking His Claims,Donald Trump ’s Campaign Promises : faking His Progress and Fact Checking His Claims,funny,1
1650,Vagueness: An Exercise in Logical Analysis,Vagueness: An Exercise in Logical Analysis,funny,1
10369,Steve Bannon ’s disappearing hair ,Steve Bannon ’s disappearing hair ,funny,1
