sentence,label,idx,target
question: what are the measurements? i just bought the platinum keurig and want to make sure it will fit under the machine under my cabinet product: Mind Reader 'Anchor' Triple Drawer K-Cup Dolce Gusto CBTL Verismo Single Serve Coffee Pod Holder Black,0,5870,not funny
question: Is this device edible? product: GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,1,5863,funny
question: Does Frankie get a cut of these sales? If he does I’m buying. product: Frankie MacDonald Action Figure,1,13005,funny
question: What is the non-stick coating? Will it kill my birds if I preheat the pan? product: Nordic Ware Rose Cast Aluminum Bundt Pan,1,11876,funny
question: Will this help me find the whey? product: OPTIMUM NUTRITION GOLD STANDARD 100% Whey Protein Powder Double Rich Chocolate 5 Pound,1,8968,funny
question: Can it tune a fish? product: Snark Tuner ST-8HZ,1,16197,funny
question: Why is Amazon taking down reviews? product: Trump Make America Great Again Red Cap Collectible Ornament,0,6455,not funny
question: Wtf? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,15784,funny
question: Does she come with it? product: Harley Quinn Cross Front Triangle Cross Cut Out Low Rise Womens Bikini XL,1,12976,funny
question: i'm 5'2 and my weight is 120 so which size should i get? product: OLRIK Mens Hooded Outwear Plus Long Hoodies Overcoat,0,13012,not funny
"question: Will this be available again or has it been discontinued? product: 7 Chakra Rose Quartz Wand 6""-8"" - Reiki Healing rose quartz Healing wand",0,17064,not funny
question: In case this should malfunction in mid-shuttle can a transporter beam penetrate such a deep state of relaxation? product: Relaxman Relaxation Capsule,1,2386,funny
question: What do each weigh? product: NAUTICALMART Medieval Gauntlets Gloves Finger Armor Middle Ages Sword Fighting LARP,0,15963,not funny
question: Can it be used with a phone case? product: Mobile Game Controller White L1&R1 Sharpshooter Aiming Triggers for PUBG/Fortnite/Rules of Survial Fits for Android and IOS System (1 Pair),0,1468,not funny
question: Can he destroy half of the universe? product: DIAMOND SELECT TOYS Marvel Gallery: Avengers Infinity War Movie Thanos PVC Diorama Figure,1,6764,funny
question: Why is she shaving her face? product: GuRun 8.5 inch Square LED Lighted Tabletop Makeup Mirrors with 3x MagnificationChrome M2205D(8.5in3),1,6118,funny
question: Does anyone know if this adapter will work on an old Mac G3 running OS9? product: Apple USB Ethernet Adapter MC704LL/A,0,3365,not funny
question: Will this shoot small children? product: MoreFarther Hunting Slingshot Set Wrist Sling Rocket Y Shot Slingshot with Ammos(100/200 Qty),1,17237,funny
question: how many hours of school will i miss because of this? product: Fallout 4 - Pip-Boy Edition - Xbox One,1,18918,funny
question: Is it made of real wood or plastic? product: Wizarding World of Harry Potter Hermione Granger Interactive Wand,0,4922,not funny
question: What are closing costs  and amortization schedule? product: KidKraft Majestic Mansion Dollhouse,1,10391,funny
question: Would a unicorn steal it from me? product: Wilton Edible Glitter Gold Stars 0.04 Ounce,1,2197,funny
"question: can you get extra cothes product: Aurora World Raggedy Ann Classic Doll 16""",0,2868,not funny
question: Will this coat protect me from aliens and their anal probes? product: Rothco Vintage N-3B Parka XL Olive Drab,1,2761,funny
question: Would it fit me tho im 12 and 5ft 2in? Or do you have any for kids? product: Rubie's Adult Pennywise Deluxe Costume,0,8529,not funny
"question: How do I lead a demon into the doll? product: Aurora World Raggedy Ann Classic Doll 16""",1,11310,funny
"question: Gary? are we sure the color is ""gary""? how many garys were harmed in the making of this sleeping mask? product: Sleep Mask for Men and WomenAdjustable 3D Contoured Sleeping MaskUnique Air Ventilated Eye MaskLight Blocking Eye Shades Eye CoverComfortable for SleepingTravelNapShift WorkMeditation",1,8413,funny
question: If I buy this off shoulder knit sweaterwill I get a boyfriend? product: Astylish Womens Ladies Sexy Loose Fit Soft Warm Off Shoulder Knitted Sweaters Pullover Solid Comfy Work Chunky Cable Knit Pullover Sweater Top Large 12 14 Wine,1,12498,funny
question: Can it summon a Patronus? product: Hermione Granger's Wand with Ollivanders Wand Box,1,5653,funny
question: how long to ship this to boise idaho? product: Rubies Harry Potter Broom,0,1292,not funny
question: Does the car really have super powers like the video product: Anki Overdrive Starter Kit,1,2172,funny
question: is this real product: Uranium Ore,0,6020,not funny
question: Do I get the guy as well? product: Fairly Odd Novelties Potty Putter Toilet Time Golf Game,1,2688,funny
question: Why is it 28 cents cheaper to buy two of these than only one? product: Hutzler 571 Banana Slicer,0,15317,not funny
question: Are the lights LED? product: Christmas Inflatable Holy Family Nativity Scene by Holiday Time,0,13420,not funny
question: On a scale of 1 to chris brown how michael jackson is the speaker? product: JBL Flip 3 Splashproof Portable Stereo Bluetooth Speaker (Black),1,2589,funny
question: How is the spirit bomb produced or is there a spirit bomb light? product: Bandai Tamashii Nations FiguartsZero Son Goku Spirit Bomb Ver Dragon Ball Z Action Figure,1,3086,funny
question: Is the bat metal product: Finger Spinner Tri-Spinner with Brass Button Hybrid Ceramic Bearing and Matte surface - Stress Reliever Toy for ADHD Fidget EDC Focus Anxiety Quit smoking,0,1928,not funny
question: do you ship to the UK ? product: Uranium Ore,0,269,not funny
question: What material is the handle and head made out of? product: VIKINGS BLADE The Chieftain Safety Razor + Swedish Platinum Super Blades + Carry Case,0,7780,not funny
"question: Can i buy this if i am a morning person? i have a friend who just hates mornings and i would love to buy this for her. product: Fjfz I Am Not a Morning Person Funny Quote Cotton Linen Home Decorative Throw Pillow Case Cushion Cover with Words for Sofa Couch Black 18"" x 18""",1,17332,funny
question: Is the mesh small enough to keep newly hatched caterpillars from escaping? product: AUSPA Insect and Butterfly Habitat Terrarium Pop-up - 23.6 Inches Tall (White),1,5358,funny
question: where the fanboys at product: Xbox One X 1TB Limited Edition Console - Project Scorpio Edition [Discontinued],1,392,funny
question: When it’s used in hell will it get too hot to operate and what temperature will it operate in? product: SEASONBLOW 4 Ft Inflatables Christmas Snowman with Hat Hold Candy Stick Decorations Indoor Outdoor for Party Home Yard Lawn,1,15177,funny
question: is this the actually set like the mixer or is it just a case product: Marathon MA-DDJSX Flight Road Case to Hold 1 X Pioneer DDJ SX SERAto Dj Music Controller,0,15970,not funny
question: Will this help me get my wife back? product: Essential Phone PH-1 Screen Protector 2 Pack SWINCHO Tempered Glass Screen Cover for Essential Phone PH-1 Case Friendly Anti Scratch (Clear),1,12239,funny
question: What are the 7 colors? product: TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,0,11403,not funny
question: Will this make me feel like Batman with a utility belt? product: Gear Beast Dual Pocket Running Belt Fanny Pack ID and Key Holder Slim Adjustable Elastic Sport Travel Waist Pack Holds Cell Phones Including iPhone X 8 7 6 6s Plus Galaxy S6 S7 Edge S8 Plus Note 8,1,10786,funny
question: If i buy this will it build me a yuge tree and make my mexican neighbor pay for it? product: Trump Make America Great Again Red Cap Collectible Ornament,1,3184,funny
question: Does it work with the wireless charger? product: ALCLAP Google Pixel Battery Case 4000mAh (S7 EDGE-BLACK),0,345,not funny
question: Does it have a vesa mount? product: CUK Lenovo ThinkCentre M700 Tiny Business Desktop (Intel i5-6400T 8GB RAM 128GB SSD + 1TB Windows 10) - Cheap Small Form Factor Mini PC Computer,0,133,not funny
question: Im strapped for cash and cant afford a new Hutzler 571. Is there any where I could get a good used one product: Hutzler 571 Banana Slicer,1,11003,funny
question: can you promise me i wont be broken product: Veryke 18mm Honeycomb Hookah Honey Oil Cup Oil Rig Blue (Veryke-12),1,7968,funny
question: does this kill and harm the bees.. product: New Zealand Active Bee Venom Lip Plumper - Best Lip Plumper Balm 4.5g,1,16741,funny
question: How would this thing handle against a zombie product: M48 Cyclone Tri-Edged Spiraling Dagger Knife With Custom Vortec Sheath,1,3419,funny
question: Will it make me an MLG pro? product: Meme Thug Life Glasses MLG Shades / Glasses / Sunglasses Case,1,12490,funny
question: Ok so I'm meeting my girlfriends dad next month so I need to know would this actually stop a bullet? product: Black MOLLE Modular Military Tactical Assault Vest,1,13333,funny
question: Will this brush work with modge podge glue? product: Wooster Brush Paint Brush Q3108-2 Softip Paintbrush 2-Inch White,0,7519,not funny
question: When i was playing my pet dog started to levitate and now every time i play my Pug won't come down from the ceiling? Is there any way to fix this? product: Winning Moves Games Classic Ouija,1,14216,funny
"question: Does this pointer have an on/off switch where you don't have to continuously push the ""on"" button? product: Red Green or Blue/Violet pocket pointer pen w/ AAA batteries. 5mW 532nm (Red)",0,13288,not funny
question: What small parts are a choking hazard and is it soft enough for a small child to bite pieces out of? product: Marvel Avengers Thor Battle Hammer,0,11751,not funny
question: The one I received had tiny hands. Is this normal? product: FUNNYSHIRTS.ORG Make America Great Xmas: Porcelain Circle Ornament,0,3801,not funny
question: How much money all together? product: Car Phone Holder AEDILYS Air Vent Car Mount Phone Holder with 360° Rotation for iphone x/iPhone 8/7/7 Plus/6S/6 Plus 5S SE Samsung Galaxy S7/S6 edge/S6/S8/S9-Black,0,147,not funny
question: do you sell one of those buttons that automatically order soylent? If now I really think you should product: Soylent Meal Replacement Drink Original 14 oz Bottles 12 Pack (Packaging May Vary),0,10630,not funny
question: Is this even a legal weapon?!?! product: Giant Gummy Bears  Party Python 8 ft 26.9 lbs,0,4810,not funny
"question: Why is the advertisement picture so creepy lol product: Nixplay W08E- Peach Copper Iris 8"" Wi-Fi Cloud Digital Photo Frame with IPS Display iPhone & Android App iOS Video Playback Free 10GB Online Storage Alexa Integration Peach Copper",1,5252,funny
question: Absorb store and release spiritual energy. Does it work on Gelflings or just common Podlings? product: Chakra Crystal Orgone Energy Reiki Infused Pyramid with Chakra Grounding Bracelet Set,1,15332,funny
question: Is it true that this sweater is made from the hides of sewer rats and sewn together in Chinese sweatshops product: Men's Trump Make Christmas Great Again Crewneck Sweatshirt (Red Large),1,15669,funny
question: Im 5'2 and 135 what size would i be? Medium? product: Vadim Women's Tops Cute Letters Print Tshirt Basic O neck Shirts Casual Tee Black Size Medium,0,217,not funny
question: Does it hover product: Mattel Back to the Future Hoverboard Prop Replica (does not fly),0,17616,not funny
"question: I had a board years ago that looked like the photo on this page. it did not have a ""pop-o-magic dice roller""  so what is the seller selling??? product: Winning Moves Games Classic Ouija",0,14398,not funny
question: I tend to get hurt a lot an scrape my self could this protect my up body from a intense fall nothing high ground to floor product: Goldfox Men's Motorbike Motorcycle Protective Body Armour Armor Jacket Guard Bike Bicycle Cycling Riding Biker Motocross Gear Black (Large),1,304,funny
question: What is the shield made from? product: Marvel Legends Captain America Shield (Amazon Exclusive),0,15251,not funny
question: Hey optimal did u hear about finding Dory product: Disney Finding Nemo: Dory Plush -- 17'' L,1,6187,funny
question: Someone knows the max sound level in rms???? its 7 watts or 10 or 15 or 5 or 20 watts rms?????? thx because the bose website do not shows that. product: Bose SoundLink Micro Bluetooth speaker - Black,0,1179,not funny
question: does the chic come with the tent ?   lol product: Pop-Up Room in a Bag Instant Portable Changing Room with Dura-light Steel Frame and Weather-Resistant Material for Camping RV Shower Outhouse Bathroom and more! Included Tie-Down Kit and Keychain Flashlight,1,10422,funny
question: Can I catch megladon with this? product: Shakespeare Ugly Stik Tiger Elite Jig Casting Rod,1,1557,funny
question: How many rolls per package? product: FunWipes Donald Trump Toilet Paper With Laminated Poster And PDF Calendar  ,0,16178,not funny
question: Two hundred and fifty dollars?!?! product: Trump Make America Great Again Red Cap Collectible Ornament,0,11985,not funny
question: Can i eat it if im hungry product: [Prime] Black Bluetooth Android Smart Mobile Phone U8 Wrist Watch Watches For IOS iPhone Samsung LG Watch Mens Women,1,2718,funny
"question: Would you be able to ship to the moon? And if so how much product: Forever Rose - Valentines Day or Special Occasion - Say I Love You with this Handmade Glass Roses with Love Poems 5"" Boxed (RED 1)",1,6075,funny
question: I accidentally broke my top shelf(157x119) do you sell it? product: FITUEYES Universal tv Stand with Mount Two Shelves for 32inch to 65inch Sony/Samsung/LG/Vizio TV Swivel Mount TT207001MB,0,2308,not funny
question: is there tracking for the wallet if i lost it far away..? product: Modoker Smart Tracking Coin Wallet Anti-lost Men Cowhide Leather Bifold Wallet (Black),0,13624,not funny
"question: What color socks come with these glasses? product: Amscan 2-Color Asymmetric Glasses 5.6"" x 6.5"" Neon Green/Hot Pink",1,15328,funny
question: I just purchased and received this item. Is it supposed to shed? Because it's shedding like my real husky... product: Daphne's Husky Headcovers,0,4622,not funny
question: Will this make me immortal? product: Limited Edition Destiny 2 Ghost - Requires Alexa-Enabled Device,1,17677,funny
question: if you just try it on will it break before halloween? Also what is the motor? product: Rubie's Inflatable Costumes Ostrich Costume Brown Standard,1,12085,funny
question: Hello will this phone work with the  metro pcs network??? product: Nokia 3310 Blue Nokia,1,3134,funny
question: Will I be able to afford this hat after I do my taxes this year? product: Besti Make America Great Again Donald Trump Slogan with USA Flag Cap Adjustable Baseball Hat Red,1,15919,funny
question: Why oh why do vendors leave out little details like LENGTH ??? product: Toggler Snaptoggle Toggle Bolt and Drywall Molly (Pack of 4),0,2574,not funny
question: If I order today will I have it for the game on Sunday ? product: CreepyParty Novelty Halloween Costume Super Bowl Underdog Party Latex Dog Head Mask (German Shepherd),0,9269,not funny
question: Can I fight off ninjas and zombies with this knife? How about undead and skeletons? I plan to vacation soon and will need some serious metal! product: HoomDirect Radar Detectors for Cars,1,13935,funny
question: I seen this sectional on another website (pricefalls.com) for almost $2300 its sold by vig also. if purchased could i have it price matched? product: Vig Furniture 4087 Red & Black Bonded Leather Sectional Sofa,0,1895,not funny
"question: I Love You! product: Electro Deflecto Unisex ""Tin"" Foil Hat One Size",1,11118,funny
question: Will this ornament compliment the other ones that celebrate peace joy good will towards men (and women) or would it go better with the Scrooge doll? product: Trump Make America Great Again Red Cap Collectible Ornament,1,396,funny
question: Can it slay dragons product: Bose SoundLink Mini Bluetooth Speaker II (Carbon),1,9464,funny
question: Can this oil be taken internally. I have started taking Young Living internally but they are too expensive. product: Edens Garden Frankincense- Carterii Essential Oil 100% Pure Therapeutic Grade (Highest Quality Aromatherapy Oils- Great For Aging Skin & Relaxation) 10 ml,0,19069,not funny
question: Does this television resurrect dead actors? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,5772,funny
question: I travel frequently to airbnbs with family members; sometimes there's not enough beds for everyone. Would this work as an bed for several nights? product: Ultralight Sleeping Pad OUTAD Camping Sleeping Mat  - Ultra-Compact for Backpacking Camping Travel/Super Comfortable Air-Support Cells Design,0,1141,not funny
question: Does it need to be refrigerated? product: Aria Starr Dead Sea Mud Mask For Face Acne Oily Skin & Blackheads - Best Facial Pore Minimizer Reducer & Pores Cleanser Treatment - Natural For Younger Looking Skin,0,2160,not funny
question: can i trade my car in on this supplement? product: TRU NIAGEN - Increased 300mg | Nicotinamide Riboside NR | Advanced NAD+ Booster for Next-Level Cellular Repair & Increased Energy | Vitamin B3,1,10601,funny
question: Where is this dress made? product: Ivanka Trump Women's Ponte Sleeveless Side Ruched Starburst Dress,0,15724,not funny
question: Does this item have any small parts? Is it safe for my 2 year old? product: League of Legends [Download],0,11496,not funny
question: Can you pay using this money or is it fake? product: Two Dollar Bills - TWO (2) Consecutive Real Uncirculated and Rare $2 Bills in Collectible Currency Holder (Mint Condition),1,18205,funny
"question: I am working on setting up a rain water harvesting plant for our ""family""s commune. Is the television waterproof? Is it vegan? Gluten-free? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV",1,15138,funny
question: Anyone else think the chart included above is ... odd - Waist 36-44 / Hip 27 1/2 - really on what - egg humans? product: Greatrees Men's Big & Tall Elastic Waist Fleece Cargo Shorts Charcoal 2X,1,18220,funny
question: Where is this hat made? product: Besti Make America Great Again Donald Trump Slogan with USA Flag Cap Adjustable Baseball Hat Red,0,4961,not funny
question: If there was a nuclear attack if this device was not shielded by a faraday cage in advance before the attack wouldn't emp make the device useless? product: GCA-06W Professional Geiger Counter Nuclear Radiation Detection Monitor with Digital Meter and External Wand Probe - NRC Certification Ready- 0.001 mR/hr Resolution -- 1000 mR/hr Range,1,4931,funny
question: Safe to take on top of an ssri? product: Extra Strength Brain Supplement for Focus Energy Memory & Clarity - Mental Performance Nootropic with Super Ginkgo Biloba - Supports Brain Function - 30 Capsules for Men & Women; Non-GMO,1,12972,funny
question: Why is this game so rare? I know you can't get a digital copy anywhere but did the game not sell well or were there not many copies sold? product: Jurassic Park: Operation Genesis - PC,0,18229,not funny
question: Is this made from towel material to use to dry yourself after a shower? product: Alexander Del Rossa Mens Cotton Robe Lightweight Woven Bathrobe 3XL Black (A0715BLK3X),0,1663,not funny
question: I need a new one so i can be MLG is it good and do i need doritos and mountain dew for it to be good. i need to git gud product: Intel Core i7 6700K 4.00 GHz Unlocked Quad Core Skylake Desktop Processor Socket LGA 1151 [BX80662I76700K],1,18115,funny
question: How much weight will the hammock hold? product: WolfWise Outdoor Leisure Double 2 Person Cotton Hammocks 450lbs Ultralight Camping Hammock Red,0,2530,not funny
question: i see this is for Men & Women what about transgender? product: Brushless Drone with Camera for Adults - Force 1 Drone F100 Ghost Drone Compatible GoPro Camera Drones with HD 1080p Drone Camera and Extra Long Range Drone Battery,1,12427,funny
question: I have the 6 digit display. What is meant by instruction line 1.? Kit has total of 3 jumper the installation of the first jumper installed.? product: DAOKI DIY Kit Module 9V-12V AT89C2051 6 Digital LED Electronic Clock Parts Components,0,7539,not funny
question: Is this legit a real good cuality shirt product: Harambe X Jordan T-Shirt - Ash / Large,0,10571,not funny
question: I live out of the country and have to travel with it to bring it home. Can I fit this product into a suit case? product: Efast Watermelon Ball (This Version of The Product is Discontinued by The Manufacturer),0,9497,not funny
question: does it cure cancer? product: AudioQuest Diamond 1m (3.2 feet) Braided HDMI Cable,1,7547,funny
question: Does it rip easily?  How long does it take to get to your house ? product: Anley Fly Breeze 3x5 Foot Mexico Flag - Vivid Color and UV Fade Resistant - Canvas Header and Double Stitched - Mexican MX National Flags Polyester with Brass Grommets 3 X 5 Ft,0,6006,not funny
question: We live a block from the beach.  Does anyone own this and live that close to the beach?  How is the rust? product: Lifetime Geometric Dome Climber Play Center Earthtone,0,13138,not funny
question: Are these flags made in Kekistan? product: Kek Flag by MemeWerks - Kek Republic Flag - The Kek Republic,0,8336,not funny
question: Does the guy in the picture come with the bag? product: adidas Defender II Duffel Bag,1,15053,funny
question: Would this hammer be an effective tool for bashing in the skulls of zombies? product: Cold Steel War Hammer,1,10959,funny
question: The fox has the imágenes the racoon.... how can i be dure ir silla be the fox that i wiki oreer? product: Skip Hop Bandana Buddies Baby Activity and Teething Toy with Multi-Sensory Rattle and Textures Monkey,1,5159,funny
question: I can't play it at all it just sends me back to the Xbox home screen??! wth??! product: Xbox One 500GB Console - Gears of War: Ultimate Edition Bundle,0,13803,not funny
question: Are you allowed to use the wireless capability on aircraft above 10000 ft? If not do these function also with an audio cable jack connection? product: TaoTronics Active Noise Cancelling Headphones Bluetooth Headphones Over Ear Headphones Wireless Headphones High Clarity Sound Powerful Bass 30 Hour Playtime for Travel Work TV PC Cellphone,0,15231,not funny
question: If I get this will I be teleported to Vault 111 and become a badass? product: Fallout 4 - Pip-Boy Edition - Xbox One,1,6028,funny
question: What is the blade thickness (to the hundredths place or better please) ? product: Kershaw Machete/Camp Knife.,0,2330,not funny
question: how do I get Michael Jordan to contact me product: NBA 2K17 - Legends Gold - PlayStation 4,1,2469,funny
question: Can you stand up and peddle on this bike comfortably? product: Sunny Health & Fitness Magnetic Upright Bike with Tablet Holder Grey,0,17204,not funny
question: Does it actually morph you into a power ranger? product: Power Rangers Mighty Morphin Legacy Edition Morpher,1,9161,funny
question: Is it good for a zombie apocalypse? product: Grim Reaper Death Monster Costume Scythe 80 Inches Stainless Steel blade,1,1366,funny
question: How many days does it take to come? product: QML Trucker Cap Mesh Hat with Solid Two Tone Colors and Adjustable Snapback Strap and Small Braid (2 Tone White/RED/Royal Blue),0,18326,not funny
question: How much is shipping product: Winning Moves Games Classic Ouija,0,465,not funny
question: It shows that the peak power rating is 420w but what is the rms power rating on this speaker product: Altec Lansing ALP-XP800 Xpedition 8 Portable Waterproof Wireless Bluetooth Indoor or Outdoor Speaker with Multi-Colored LED Light Show Stereo Pairing Everything Proof,0,1081,not funny
question: after eating these i felt like my stomach gave birth to a doppelganger of my younger brother does this happen to anyone else? product: Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,1,17585,funny
question: What is the shelf life of this product? product: Edward & Sons Organic Mashed Potatoes Roasted Garlic 3.5-Ounce Boxes (Pack of 6),0,15467,not funny
question: Is this 3ft by 5ft? product: Anley Fly Breeze 3x5 Foot Mexico Flag - Vivid Color and UV Fade Resistant - Canvas Header and Double Stitched - Mexican MX National Flags Polyester with Brass Grommets 3 X 5 Ft,0,11523,not funny
question: I already have an established colony but want to increase the size of the colony so i can up my bearded's daily intake. Are these my best option? product: Adult Dubia Roaches 10 Females & 5 Males,1,11451,funny
question: Which is the cards against humanity expansion packs 1-5 and bigger blacker box product: Cards Against Humanity: First Expansion,0,3122,not funny
question: Can you install a fleshlight? product: Relaxman Relaxation Capsule,0,3085,not funny
question: Does this phone come with the charger or the headphones? product: Nokia 3310 Blue Nokia,0,12237,not funny
question: As one reviewer wrote that thi is not salt but black sand how do we know this is actually black salt? the chemical makeup is not listed. product: 1 Lb Black Salt Package,0,17297,not funny
question: is it real money product: Rock Ridge Magic Money Maker Magic Trick (Pack of 1),0,8346,not funny
question: How well does this ward away Vampires and other creatures of the night? product: KOBRA UV Black Light Flashlight 100 LED #1 Best UV Light and Blacklight For Home & Hotel Inspection Pet Urine & Stains - Ultra Intensity 18W 385-395nm LEDs Spot Counterfeit Money Leaks Scorpions!,1,3951,funny
question: Can you eat this like a sweet corn? Why or why not? product: Glass Gem Corn - Rare Heirloom Variety (100+ Seeds) by PowerGrow (USA Grown),1,4308,funny
question: Does the money maker really work? product: Rock Ridge Magic Money Maker Magic Trick (Pack of 1),0,17342,not funny
question: What is the height of the umbrella? is it possible to make the umbrella higher or lower? product: Yescom 10x6.5ft Rectangle Outdoor Patio Beach Market Aluminium Umbrella Sun Shade Solar Powered Led Light Crank Tilt (Green),0,1151,not funny
question: Is this product effective against loan sharks too? product: SHARKBANZ Azure,1,10784,funny
question: Does the tank top look like the picture? product: Astylish Women's Summer Sexy V Neck Casual Sleeveless Cami Tank Tops,0,4514,not funny
question: How long does shipping take? product: Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,0,17806,not funny
question: clouds? product: Creamed Possum in Coon Fat Gravy Garnished with Sweet Potatoes (Gag Can),1,2717,funny
question: Does this accurately predict the future?  I have some concerns about the next 4 years and am looking for some answers....  Thank you in advance! product: Amlong Crystal Crystal Ball 150mm Clear,1,6429,funny
question: my earbuds that come with my samsung galaxy s4 keep falling out while i am walking would these fit my ears. product: Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-G (Green) Dynamic Crystal Clear Sound Ergonomic Comfort-Fit,0,3522,not funny
question: Do you use Unicorn poop to convert it into fart? product: 4 FL OZ. Squatty Potty Unicorn Gold Toilet Spray Fruity Booty,1,15033,funny
question: Could you catch a whale kraken or sea monster with this reel??????? product: Digital Voice RecorderActivated Sound Audio Recorder Dictaphone,1,3931,funny
question: is it durable and long lasting product: Nerf Zombie Strike Blade Toy,0,14163,not funny
"question: Not an athlete think I can do the ""one quick motion""? product: Hutzler 571 Banana Slicer",1,7946,funny
question: Im 5'8 and 120 pounds do you think i should go with a medium or should i go with another size? product: PattyBoutik Women's Ribbed Tie High Low Hem Tunic Top (Heather Blue XS),0,8792,not funny
question: Will this fit an adult wrist? I'm 26 but in Pokemon age im still 10. product: Pokemon Z-Ring Set,1,3536,funny
question: Is the $239 offer to have it professionally mounted a per minute or per TV rate? Do I get a bulk discount on mounting for buying more than 1? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,0,13046,not funny
question: was going to order this but too many negative reviews. Thanks Reviewers product: IronChoco Chocolate Tools Set Real Size Solid - Gourmet Gift Box for Men Birthday Gift for Men and Women 4.8 oz,0,11768,not funny
question: Does the hot blonde chick in the picture come with it????  8) product: Sports Armband for Iphone 5|5s|5c iPod Touch 5|5G From SpartanFive - Keep Your iPhone Running Top Quality Don't You Deserve The Best iPhone 5 Armband (Large),1,2958,funny
question: Is there $9.95 worth of coins inside the can? product: Bark Solution Single - Humane Bark Control Stop Barking Dogs And Enjoy Peace And Quiet!,1,3137,funny
"question: Does this mean that I can also be rougher than the rest of them the best of them tougher than leather? product: GE Animation GE-8807 Sonic the Hedgehog Knuckles Cosplay Plush Gloves White 9""",1,14717,funny
question: Most of my property taxes go to local public schools. Will this ornament inspire the little moochers to get a job and pay for their own schooling? product: Trump Make America Great Again Red Cap Collectible Ornament,0,8702,not funny
question: Will the tea be back in stock before Christmas? product: JOCKO WHITE TEA 25 CT,0,15624,not funny
question: does it come with the guy?? Because i really need one. product: Neewer Aluminum Film Movie Kit System Rig for Canon/Nikon/Pentax/Sony and Other DSLR CamerasIncludes:(1) Video Cage+(1) Top Handle Grip+(2) 15mm Rod+(1) Matte Box+(1) Follow Focus+(1) Shoulder Rig,1,7595,funny
question: Does Ivanka provide living wages for the workers at her foreign factory? product: Ivanka Trump Women's Kayden4 Dress Pump,1,14821,funny
question: Will it cook breakfast and make coffee? product: Pebble Time Steel Smartwatch for Apple/Android Devices - Silver,1,6213,funny
question: Is this a real product or a novelty joke item? I'm asking because I only see joke reviews and questions about it. product: Uranium Ore,0,1813,not funny
question: Dose it actually work product: POSTER A3 NASA Cray Y 190A Supercomputer The Cray Y 190A Supercomputer at the NASA Ames Research Center Mountain View California.,0,13671,not funny
question: is this OSHA certified mask? are there any compatible cartridges and what is the brand of this mask? product: Holulo Organic Vapor Full Face Safety Respirator Mask Respiratory Protection Gas Masks Paint  Chemical Formaldehyde Anti Virus Full w/Activated Carbon Respirator,0,18387,not funny
question: Can you connect the watch with a ipad or a ipod? product: Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,0,12110,not funny
question: what does it include in the box? product: Kraft Original Macaroni & Cheese Dinner 7.25 oz Box (Pack of 5),0,14027,not funny
question: I have nightmares every night would this make it easier to remember your dreams wheather they are bad or good? product: Sleep Shepherd Blue - An Accurate Wearable Sleep Aid and Tracker with Soothing Alarm with iOS/Android App (iOS 7.0+ or Android 6.0+),1,10574,funny
"question: Will the magnet pull the iron out of your blood? product: SUNKEE Round 40x20mm/1.57""x0.79"" N38 Rare Earth strong magnet 1 4/7"" Diameter 4/5"" Thickness Disc Neodymium Magnet",1,8886,funny
question: How many liters of blood do I need to give Nintendo for one of these systems? product: Super NES Classic,1,7926,funny
question: How many gigawatts will this produce? product: Uranium Ore,0,9341,not funny
question: If I pull that mask off will you die? product: Mens Goatee Shaving Template | Create a Perfectly Shaped Goatee Every Time | Adjustable | Reduces Shaving Time | Shape Van Dyke Goatee and Circle Beard by GoateeSaver (Version 1.1),1,4277,funny
"question: Is this one single ticket? I need a roll of them. product: StickerJOE Ticket to Hell Funny Cool Sticker 3.5"" X 2""",0,12388,not funny
question: Does this tie has velcro on it? IF not is it easy to be get removed by 18 months old girl? product: Jastore Baby Girls Swimwear One Piece Swimsuits Beach Wear with Headband (12-24 Months Blue),0,18974,not funny
question: What is the Kelvin scale rating for these bulbs? product: DLPIN 2 Pack 10w RGBW Color Changing Light Bulbs Led Dimmable Lamp with Remote Control e26,0,7351,not funny
question: can I inflate with my lungs? product: Lightspeed Outdoors 2-Person PVC-Free Air Bed with Battery Operated Pump,1,10374,funny
question: Is this compatible with the power play mousepad product: Logitech G703 Lightspeed Wireless Gaming Mouse,0,13133,not funny
question: Can the urb-e be ridden in a standing position? I thought I saw it ridden as such. product: Made In USA Electric Folding Scooter - URB-E Black Label Edition,0,12334,not funny
question: Does this come with a sense of entitlement? product: Donald Trump Success Deodorant for Men Stick Fragrance 2.5 ounces,1,12123,funny
