id,bert_sentence,t5_sentence,target,label
2566,Does the water come from the same dimension I&amp;rsquo;m in? Lol this is a joke. I bought my unit and it works great thank you [SEP] Alexapure Pro Stainless Steel Water Filtration System - 5000 Gallon Throughput Capacity,Does the water come from the same dimension I&amp;rsquo;m in? Lol this is a joke. I bought my unit and it works great thank you </s> Alexapure Pro Stainless Steel Water Filtration System - 5000 Gallon Throughput Capacity,funny,1
3154,Subsets of pituitary intermediate lobe cells bind CRH and secrete ACTH/CLIP in a reverse hemolytic plaque assay,Subsets of pituitary intermediate lobe cells bind CRH and secrete ACTH/CLIP in a reverse hemolytic plaque assay,not funny,0
1240,Mathematicians talk tough to new barbie,Mathematicians talk tough to new barbie,funny,1
587,Use of incidentally encoded memory from a single experience in cats,Use of incidentally encoded memory from a single experience in cats,funny,1
16474,Why are my prime items not being delivered in two business days? [SEP] Tedco - Pet Tornado - Shake and Watch - Realistic Tornado Kit,Why are my prime items not being delivered in two business days? </s> Tedco - Pet Tornado - Shake and Watch - Realistic Tornado Kit,not funny,0
4059,Could Devo wear these on their heads? [SEP] NOW ON SALE: Chef Basics' Red Collapsible Strainer/Colander with Stainless Steel Handle. Holds Entire Box of Pasta Then Collapses to Just 1 Inch Tall for Easy Storage!,Could Devo wear these on their heads? </s> NOW ON SALE: Chef Basics' Red Collapsible Strainer/Colander with Stainless Steel Handle. Holds Entire Box of Pasta Then Collapses to Just 1 Inch Tall for Easy Storage!,funny,1
18613,does it come with the batteries? I mean i don't want to have to pay for those after the $75630 [SEP] Microsoft Arc Keyboard Black(J5D-00003),does it come with the batteries? I mean i don't want to have to pay for those after the $75630 </s> Microsoft Arc Keyboard Black(J5D-00003),not funny,0
281,Orthopaedic surgeons: as strong as an ox and almost twice as clever? Multicentre prospective comparative study,Orthopaedic surgeons: as strong as an ox and almost twice as clever? Multicentre prospective comparative study,funny,1
13081,Can you tell me who the 3rd party sellers is for this item ? [SEP] Chia Pet Donald Trump Decorative Pottery Planter Freedom of Choice Easy to Do and Fun to Grow Novelty Gift Perfect for Any Occasion,Can you tell me who the 3rd party sellers is for this item ? </s> Chia Pet Donald Trump Decorative Pottery Planter Freedom of Choice Easy to Do and Fun to Grow Novelty Gift Perfect for Any Occasion,not funny,0
9505,"Is the soldier special forces or special needs? He looks a little ""down"" if you get my drift..... [SEP] Super System 12"" Special Forces Action Figure - Wounded Soldier","Is the soldier special forces or special needs? He looks a little ""down"" if you get my drift..... </s> Super System 12"" Special Forces Action Figure - Wounded Soldier",funny,1
2298,If it's  $74 for milk I'm guessing it came from the queen of England's breasts? [SEP] Tuscan Dairy Whole Vitamin D Milk Gallon 128 oz,If it's  $74 for milk I'm guessing it came from the queen of England's breasts? </s> Tuscan Dairy Whole Vitamin D Milk Gallon 128 oz,funny,1
48,Physics takes the biscuit,Physics takes the biscuit,funny,1
16057,Is it compatible with the samsung qi fast charger? [SEP] Speck Products 73067-B565 CandyShell Grip Case for Samsung  Note 5 Black/Slate,Is it compatible with the samsung qi fast charger? </s> Speck Products 73067-B565 CandyShell Grip Case for Samsung  Note 5 Black/Slate,not funny,0
559,Nest sanitation through defecation: antifungal properties of wood cockroach feces.,Nest sanitation through defecation: antifungal properties of wood cockroach feces.,funny,1
14419,is this considered vegetarian or vegan? [SEP] Thorne Research - Vitamin D Liquid (Metered Dispenser) - Supplement for Healthy Bones and Muscles - 1 fl oz,is this considered vegetarian or vegan? </s> Thorne Research - Vitamin D Liquid (Metered Dispenser) - Supplement for Healthy Bones and Muscles - 1 fl oz,not funny,0
1762,"Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem","Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem",not funny,0
1088,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,funny,1
8512,What is this the hokey pokey? Put the left bud in take the right bud out; oy vey! [SEP] Wireless Earbud QCY Q29 Mini Dual V4.1 Bluetooth Headphones with Charging Case 12 Hours Stereo Music Time Built Mic for IPhone 7 PlusMotorola and Most Android Smartphone (Black),What is this the hokey pokey? Put the left bud in take the right bud out; oy vey! </s> Wireless Earbud QCY Q29 Mini Dual V4.1 Bluetooth Headphones with Charging Case 12 Hours Stereo Music Time Built Mic for IPhone 7 PlusMotorola and Most Android Smartphone (Black),funny,1
1835,Behavioral Adaptation of Pan troglodytes troglodytes,Behavioral Adaptation of Pan troglodytes troglodytes,not funny,0
3148,Unusual neurological complications following tetanus toxoid administration,Unusual neurological complications following tetanus toxoid administration,not funny,0
2281,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,not funny,0
11927,"Can this be used to open a hole on a 1"" thick piece of hot forged steel? [SEP] Yellow Jacket 60460 Multi-Swage Punch 3/16 to 5/8 in","Can this be used to open a hole on a 1"" thick piece of hot forged steel? </s> Yellow Jacket 60460 Multi-Swage Punch 3/16 to 5/8 in",not funny,0
17208,Does it come in a package like a boxe or a bubble rap bag [SEP] Paracord Shepherd Sling (Old-fashioned Slingshot) Handmade By David the Shepherd (Black),Does it come in a package like a boxe or a bubble rap bag </s> Paracord Shepherd Sling (Old-fashioned Slingshot) Handmade By David the Shepherd (Black),not funny,0
10364,Do you deliver and install? [SEP] Relaxman Relaxation Capsule,Do you deliver and install? </s> Relaxman Relaxation Capsule,not funny,0
2300,McGill Ingestive Skills Assessment (MISA): Development and First Field Test of an Evaluation of Functional Ingestive Skills of Elderly Persons,McGill Ingestive Skills Assessment (MISA): Development and First Field Test of an Evaluation of Functional Ingestive Skills of Elderly Persons,not funny,0
671,Increase of Sudden Cardiac Deaths in Switzerland during the 2002 FIFA World Cup.,Increase of Sudden Cardiac Deaths in Switzerland during the 2002 FIFA World Cup.,funny,1
724,Tooth-brushing epilepsy with ictal orgasms.,Tooth-brushing epilepsy with ictal orgasms.,funny,1
313,"Example of Potentiation of Genetic Traits Due to Inbreeding: The Habsburg Chin, Burgundian Lip, Spanish Insanity","Example of Potentiation of Genetic Traits Due to Inbreeding: The Habsburg Chin, Burgundian Lip, Spanish Insanity",funny,1
600,Punk Rocker's Lung: Pulmonary Fibrosis in a Drug Snorting Fire-Eater.,Punk Rocker's Lung: Pulmonary Fibrosis in a Drug Snorting Fire-Eater.,funny,1
3233,Personality development in psychotherapy: a synergetic model of state-trait dynamics,Personality development in psychotherapy: a synergetic model of state-trait dynamics,not funny,0
381,A program to help major league baseball players quit using spit tobacco,A program to help major league baseball players quit using spit tobacco,funny,1
606,Dogs Don't Need Calculus.,Dogs Don't Need Calculus.,funny,1
13953,What kind of camera does it have? [SEP] The NoPhone Original Cell Phone,What kind of camera does it have? </s> The NoPhone Original Cell Phone,not funny,0
15996,is it kids [SEP] Mr. Billionaire President Wig,is it kids </s> Mr. Billionaire President Wig,not funny,0
1741,Provisioning patterns in the cooperatively breeding acorn woodpecker: does feeding behaviour serve as a signal?,Provisioning patterns in the cooperatively breeding acorn woodpecker: does feeding behaviour serve as a signal?,not funny,0
2081,Frequency Analysis of PWM Inverters With Dead-Time for Arbitrary Modulating Signals,Frequency Analysis of PWM Inverters With Dead-Time for Arbitrary Modulating Signals,not funny,0
17146,How many amps? [SEP] Xprite Red & Blue 16 LED High Intensity LED Law Enforcement Emergency Hazard Warning Strobe Lights for Interior Roof/Dash / Windshield with Suction Cups,How many amps? </s> Xprite Red & Blue 16 LED High Intensity LED Law Enforcement Emergency Hazard Warning Strobe Lights for Interior Roof/Dash / Windshield with Suction Cups,not funny,0
1010,Investigating Use of Space of Pedestrians,Investigating Use of Space of Pedestrians,funny,1
904,Experimental evidence of a symbiosis between red-cockaded woodpeckers and fungi,Experimental evidence of a symbiosis between red-cockaded woodpeckers and fungi,funny,1
1743,Does the purse (alone) come w/a shoulder strap too? Does wallet come w/shoulder strap as shown? And WHY are so many women carrying guns?! [SEP] Justin West Western Rhinestone Cross Tote Purse Embroidery Floral Design Leather Concealed Carry Handbag (Beige),Does the purse (alone) come w/a shoulder strap too? Does wallet come w/shoulder strap as shown? And WHY are so many women carrying guns?! </s> Justin West Western Rhinestone Cross Tote Purse Embroidery Floral Design Leather Concealed Carry Handbag (Beige),funny,1
2030,Improving the Stability of Cascaded DC/DC Converter Systems via Shaping the Input Impedance of the Load Converter With a Parallel or Series Virtual Impedance,Improving the Stability of Cascaded DC/DC Converter Systems via Shaping the Input Impedance of the Load Converter With a Parallel or Series Virtual Impedance,not funny,0
13506,Does the peel reattach somehow at the top like with a snap or velcro? [SEP] HABA Biofino Banana in Peel (2 Piece Set),Does the peel reattach somehow at the top like with a snap or velcro? </s> HABA Biofino Banana in Peel (2 Piece Set),not funny,0
3126,Distinct effect of 5-HT1A and 5-HT2A receptors in the medial nucleus of the amygdala on tonic immobility behavior,Distinct effect of 5-HT1A and 5-HT2A receptors in the medial nucleus of the amygdala on tonic immobility behavior,not funny,0
717,"GC/MS based identification of skunk spray maliciously deployed as ""biological weapon"" to harm civilians.","GC/MS based identification of skunk spray maliciously deployed as ""biological weapon"" to harm civilians.",funny,1
11265,Can you ship this item or do I have to visit it? [SEP] The Milky Way's Black Hole,Can you ship this item or do I have to visit it? </s> The Milky Way's Black Hole,not funny,0
302,"A Preliminary Report on the Measurements of About 1000 Students at Ann Arbor, Michigan","A Preliminary Report on the Measurements of About 1000 Students at Ann Arbor, Michigan",funny,1
7539,Is free time on this model? [SEP] Fire HD 8 2-pack 16GB - Includes Special Offers (Black/Marine Blue),Is free time on this model? </s> Fire HD 8 2-pack 16GB - Includes Special Offers (Black/Marine Blue),funny,1
10856,Are there any additional attachments required to actually slice a banana? I can't believe this one object can do what whole job alone. [SEP] Hutzler 571 Banana Slicer,Are there any additional attachments required to actually slice a banana? I can't believe this one object can do what whole job alone. </s> Hutzler 571 Banana Slicer,not funny,0
14543,We have a pet hedgehog. Will this be safe to use with her in the house? [SEP] MUKER Ultrasonic Pest Repeller - 6 Pack Electronic Plug In Pest Control - Pest Reject for Mosquitoes Mice Ants Roaches Spiders Flies Bugs Lizards Non-toxic Eco-Friendly Human & Pet Safe,We have a pet hedgehog. Will this be safe to use with her in the house? </s> MUKER Ultrasonic Pest Repeller - 6 Pack Electronic Plug In Pest Control - Pest Reject for Mosquitoes Mice Ants Roaches Spiders Flies Bugs Lizards Non-toxic Eco-Friendly Human & Pet Safe,not funny,0
965,Clearing the Supermarket Shopping Cart: An Informal Look.,Clearing the Supermarket Shopping Cart: An Informal Look.,funny,1
2605,"how can i have faith the product will work when you spell losing ""loosing""? [SEP] Smart Ring Waterproof App Enabled Ring for iPhone iOS and All Android Windows NFC Mobile Phones","how can i have faith the product will work when you spell losing ""loosing""? </s> Smart Ring Waterproof App Enabled Ring for iPhone iOS and All Android Windows NFC Mobile Phones",funny,1
3034,Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,not funny,0
513,Studies in the Respiration of Paramecium caudatum,Studies in the Respiration of Paramecium caudatum,funny,1
2365,Cardiac and vascular imaging,Cardiac and vascular imaging,not funny,0
11724,Is this real one from hasbro or a fake one [SEP] Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,Is this real one from hasbro or a fake one </s> Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,not funny,0
2328,Is AFP a new reliable marker of liver regeneration in acute hepatic failure?,Is AFP a new reliable marker of liver regeneration in acute hepatic failure?,not funny,0
2000,Polarization dependent loss in polymeric rib channel waveguide,Polarization dependent loss in polymeric rib channel waveguide,not funny,0
2391,Treating hypertrophic cardiomyopathy: two views.,Treating hypertrophic cardiomyopathy: two views.,not funny,0
14215,"I watch amazon prime movies online? [SEP] Fire HD 10 Tablet with Alexa 10.1"" HD Display 16 GB Silver Aluminum - with Special Offers (Previous Generation - 5th)","I watch amazon prime movies online? </s> Fire HD 10 Tablet with Alexa 10.1"" HD Display 16 GB Silver Aluminum - with Special Offers (Previous Generation - 5th)",not funny,0
2113,Spectral Analysis of Quantum-Dash Lasers: Effect of Inhomogeneous Broadening of the Active-Gain Region,Spectral Analysis of Quantum-Dash Lasers: Effect of Inhomogeneous Broadening of the Active-Gain Region,not funny,0
5106,Can u call opon  shenran to grant u a wish? [SEP] OLIA DESIGN OliaDesign Acrylic Dragon Ball Crystal Ball (7 Pieces),Can u call opon  shenran to grant u a wish? </s> OLIA DESIGN OliaDesign Acrylic Dragon Ball Crystal Ball (7 Pieces),funny,1
2062,A GaN HEMT amplifier with 6-W output power and >85% power-added efficiency [Student Designs],A GaN HEMT amplifier with 6-W output power and >85% power-added efficiency [Student Designs],not funny,0
10704,Was this shoe made in an overseas sweat shop? and why not in the U.S.? [SEP] Ivanka Trump Women's Carra Dress Pump,Was this shoe made in an overseas sweat shop? and why not in the U.S.? </s> Ivanka Trump Women's Carra Dress Pump,not funny,0
3165,Role of the left DLPFC in endogenous task preparation: experimental repetitive transcranial magnetic stimulation study.,Role of the left DLPFC in endogenous task preparation: experimental repetitive transcranial magnetic stimulation study.,not funny,0
16625,Would this be okay for a couple who has been dating for a while but not married yet? [SEP] Conversation Starters for Husbands & Wives,Would this be okay for a couple who has been dating for a while but not married yet? </s> Conversation Starters for Husbands & Wives,not funny,0
18293,When ordering in the details section do you want the birth month or stone listed when customizing? [SEP] HooAMI Personalized Heart/Cross Necklace Birthstone Name Pendant Cremation Urn Necklace Custom Jewelry (Silver Bar),When ordering in the details section do you want the birth month or stone listed when customizing? </s> HooAMI Personalized Heart/Cross Necklace Birthstone Name Pendant Cremation Urn Necklace Custom Jewelry (Silver Bar),not funny,0
6,Ultrasonic Velocity in Cheddar Cheese as Affected by Temperature,Ultrasonic Velocity in Cheddar Cheese as Affected by Temperature,funny,1
425,Will purchasing one insure that I get my annual coal delivery from Santa on time? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,Will purchasing one insure that I get my annual coal delivery from Santa on time? </s> Trump Make America Great Again Red Cap Collectible Ornament,funny,1
290,Lubrication of chocolate during oral processing.,Lubrication of chocolate during oral processing.,funny,1
7334,Will it break the universe if a woman buys this for herself? [SEP] Metal Wallet Credit Card Holder - Slim Aluminum Money Clip Wallet With RFID Blocking for Men,Will it break the universe if a woman buys this for herself? </s> Metal Wallet Credit Card Holder - Slim Aluminum Money Clip Wallet With RFID Blocking for Men,funny,1
7251,These wands can have magic? [SEP] The Noble Collection Draco Malfoy's Wand with Ollivander's Wand Box,These wands can have magic? </s> The Noble Collection Draco Malfoy's Wand with Ollivander's Wand Box,funny,1
2980,Motor sequence learning-induced neural efficiency in functional brain connectivity,Motor sequence learning-induced neural efficiency in functional brain connectivity,not funny,0
1244,The Information Needs of Female Police Officers Involved in Undercover Prostitution Work,The Information Needs of Female Police Officers Involved in Undercover Prostitution Work,funny,1
1672,Reach the Leech: An Unusual Cause of Hematuria.,Reach the Leech: An Unusual Cause of Hematuria.,funny,1
2845,Amphetamine effects in microtine rodents: A comparative study using monogamous and promiscuous vole species,Amphetamine effects in microtine rodents: A comparative study using monogamous and promiscuous vole species,not funny,0
2558,Tissue Doppler imaging consistently detects myocardial abnormalities in patients with hypertrophic cardiomyopathy and provides a novel means for an early diagnosis before and independently of hypertrophy.,Tissue Doppler imaging consistently detects myocardial abnormalities in patients with hypertrophic cardiomyopathy and provides a novel means for an early diagnosis before and independently of hypertrophy.,not funny,0
16820,Will this repel birds too?  I want it to repel squirrels and mice but I don't want it to interfere with the birds coming to my bird feeder. [SEP] T3-R Triple High Impact Mice Rat Rodent Repeller,Will this repel birds too?  I want it to repel squirrels and mice but I don't want it to interfere with the birds coming to my bird feeder. </s> T3-R Triple High Impact Mice Rat Rodent Repeller,not funny,0
2604,Global small bowel motility: assessment with dynamic MR imaging.,Global small bowel motility: assessment with dynamic MR imaging.,not funny,0
3076,Evaluation of structural contributors in myopic eyes of preterm and full-term children,Evaluation of structural contributors in myopic eyes of preterm and full-term children,not funny,0
15988,What cord is needed to charge it? I realize that one comes with it but just out of curiosity. [SEP] BOOM Swimmer Waterproof Wireless Bluetooth Speaker - Blue,What cord is needed to charge it? I realize that one comes with it but just out of curiosity. </s> BOOM Swimmer Waterproof Wireless Bluetooth Speaker - Blue,not funny,0
532,An Ode to Substance Use(r) Intervention Failure(s): SUIF,An Ode to Substance Use(r) Intervention Failure(s): SUIF,funny,1
733,Women's adult romantic attachment style and communication by cell phone with romantic partners.,Women's adult romantic attachment style and communication by cell phone with romantic partners.,funny,1
3985,why did it stop firing bb's all the way out the barrel? [SEP] U.S. Marines M14 Airsoft Rifle,why did it stop firing bb's all the way out the barrel? </s> U.S. Marines M14 Airsoft Rifle,funny,1
896,Presidential laugh lines. Candidate display behavior and audience laughter in the 2008 primary debates.,Presidential laugh lines. Candidate display behavior and audience laughter in the 2008 primary debates.,funny,1
2420,"Demodex mites--commensals, parasites or mutualistic organisms?","Demodex mites--commensals, parasites or mutualistic organisms?",not funny,0
14954,How certain are you that the code still works if never used since the game expired? [SEP] Marvel vs Capcom 2 PS3 (Playstation 3 2009) - Gamestop Exclusive,How certain are you that the code still works if never used since the game expired? </s> Marvel vs Capcom 2 PS3 (Playstation 3 2009) - Gamestop Exclusive,not funny,0
2027,"Comments on ""sensitivity of failure detection using generalized observers""","Comments on ""sensitivity of failure detection using generalized observers""",not funny,0
10475,Do any sellers ship to Australia? [SEP] SZCO Supplies Brass Crusader Helmet,Do any sellers ship to Australia? </s> SZCO Supplies Brass Crusader Helmet,not funny,0
3330,Getting neural circuits into shape with semaphorins,Getting neural circuits into shape with semaphorins,not funny,0
3087,Adaptive plasticity in the gaze stabilizing synergy of slow and saccadic eye movements,Adaptive plasticity in the gaze stabilizing synergy of slow and saccadic eye movements,not funny,0
251,"Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx.","Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx.",funny,1
5633,Is this good for when N korea launches nukes? [SEP] Husky Plastic Sheeting Clear 6ml 6ft x 100ft,Is this good for when N korea launches nukes? </s> Husky Plastic Sheeting Clear 6ml 6ft x 100ft,funny,1
1387,Does the girl come with it? [SEP] Fashion Greek Merica Stadium Jersey USA Unisex Long Sleeve T Shirt with Front Pocket White Medium,Does the girl come with it? </s> Fashion Greek Merica Stadium Jersey USA Unisex Long Sleeve T Shirt with Front Pocket White Medium,funny,1
1852,Wheat-alien metaphase I pairing of individual wheat genomes and D genome chromosomes in interspecific hybrids between Triticum aestivum L. and Aegilops geniculata Roth,Wheat-alien metaphase I pairing of individual wheat genomes and D genome chromosomes in interspecific hybrids between Triticum aestivum L. and Aegilops geniculata Roth,not funny,0
518,Laughing rats are optimistic.,Laughing rats are optimistic.,funny,1
17218,Hello! There will be a discount on this product during Black Friday? [SEP] FRÉDÉRIC MALLE Portrait Of A Lady Parfum 100ml Magnetic Scent,Hello! There will be a discount on this product during Black Friday? </s> FRÉDÉRIC MALLE Portrait Of A Lady Parfum 100ml Magnetic Scent,not funny,0
652,Suicide by Jumping From a Bridge.,Suicide by Jumping From a Bridge.,funny,1
1271,Recurrent Laughter-induced Syncope,Recurrent Laughter-induced Syncope,funny,1
13478,Does this action figure do some dancing and show me its moves? [SEP] Frankie MacDonald Action Figure,Does this action figure do some dancing and show me its moves? </s> Frankie MacDonald Action Figure,not funny,0
2888,Disparities in epilepsy surgery in the United States of America,Disparities in epilepsy surgery in the United States of America,not funny,0
3910,"Just got a divorce :(  My wife said she is going to ""really screw me"". Not sure what she means but I'm wondering if this will help my situation? [SEP] Damaged Screw Extractor and Remove Set by AisxleEasily Remove Stripped or Damaged Screws. Made From H.S.S. 4341# the Hardness Is 62-63hrcSet of 4 Stripped Screw Removers","Just got a divorce :(  My wife said she is going to ""really screw me"". Not sure what she means but I'm wondering if this will help my situation? </s> Damaged Screw Extractor and Remove Set by AisxleEasily Remove Stripped or Damaged Screws. Made From H.S.S. 4341# the Hardness Is 62-63hrcSet of 4 Stripped Screw Removers",funny,1
123,Will I become possessed and kill a lot of people? [SEP] Ouija Board Game,Will I become possessed and kill a lot of people? </s> Ouija Board Game,funny,1
8565,What is that tingling sensation I feel when looking at this console? [SEP] PlayStation 4 Pro 1TB Limited Edition Console - Marvel's Spider-Man Bundle [Discontinued],What is that tingling sensation I feel when looking at this console? </s> PlayStation 4 Pro 1TB Limited Edition Console - Marvel's Spider-Man Bundle [Discontinued],funny,1
15913,is it mineral water? [SEP] FIJI Natural Artesian Water 16.9 Fl Oz (Pack of 24),is it mineral water? </s> FIJI Natural Artesian Water 16.9 Fl Oz (Pack of 24),not funny,0
13647,Can you please make them in black? [SEP] TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,Can you please make them in black? </s> TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,not funny,0
8347,Do the tattoos and the starbucks job come with the apron? [SEP] Under NY Sky Tool Apron - Green Waxed Canvas - Brown Leather,Do the tattoos and the starbucks job come with the apron? </s> Under NY Sky Tool Apron - Green Waxed Canvas - Brown Leather,funny,1
490,Race Differences in Selection of Cheese Color.,Race Differences in Selection of Cheese Color.,funny,1
5018,Why is the model in the picture wearing her tights over her leotard? - no need to respond i know it's not to do with the product....but c'mon people! [SEP] I-Flex Jr Stretch Unit,Why is the model in the picture wearing her tights over her leotard? - no need to respond i know it's not to do with the product....but c'mon people! </s> I-Flex Jr Stretch Unit,funny,1
2790,Will this fit a ninja? [SEP] Nutribullet 32 oz Oversized Mug with Lip Ring,Will this fit a ninja? </s> Nutribullet 32 oz Oversized Mug with Lip Ring,funny,1
268,Did you hear the one about the doctor? An examination of doctor jokes posted on Facebook.,Did you hear the one about the doctor? An examination of doctor jokes posted on Facebook.,funny,1
9071,Does this come with diamonds? [SEP] (Pack of 3) Dingo Indulgence Mini Peanut Butter (12 Mini Bones Per Pack / 36 Total),Does this come with diamonds? </s> (Pack of 3) Dingo Indulgence Mini Peanut Butter (12 Mini Bones Per Pack / 36 Total),funny,1
396,A minus sign that used to annoy me but now I know why it is there,A minus sign that used to annoy me but now I know why it is there,funny,1
128,The Scent of the Fly,The Scent of the Fly,funny,1
13470,i dont see the option to message you what i want ? please help [SEP] Personalized Name Vinyl Decal Sticker for Car-truck- Laptop-netbook- Window C.,i dont see the option to message you what i want ? please help </s> Personalized Name Vinyl Decal Sticker for Car-truck- Laptop-netbook- Window C.,not funny,0
2913,Cross-species approaches to cognitive neuroplasticity research,Cross-species approaches to cognitive neuroplasticity research,not funny,0
16107,Can this be used on US Cellular? [SEP] BLU Studio 6.0 LTE Y650Q 16GB Unlocked GSM Dual-SIM Quad-Core Phone - White,Can this be used on US Cellular? </s> BLU Studio 6.0 LTE Y650Q 16GB Unlocked GSM Dual-SIM Quad-Core Phone - White,not funny,0
1639,"Differing relationship outcomes when sex happens before, on, or after first dates.","Differing relationship outcomes when sex happens before, on, or after first dates.",funny,1
8292,Would it be able to wash my wife's panties she's a big woman she's xxx large yeah she keeps on nagging on me cuz i use her panties to cover my pool ta [SEP] Manatee 11lb Mini Compact Twin Tub with Built in Pump,Would it be able to wash my wife's panties she's a big woman she's xxx large yeah she keeps on nagging on me cuz i use her panties to cover my pool ta </s> Manatee 11lb Mini Compact Twin Tub with Built in Pump,funny,1
2112,Can you use this drive to check your prostate? [SEP] PNY Attache USB 2.0 Flash Drive 64GB/ BLACK (P-FD64GATT03-GE),Can you use this drive to check your prostate? </s> PNY Attache USB 2.0 Flash Drive 64GB/ BLACK (P-FD64GATT03-GE),funny,1
1379,Does this work at universal studios  in Florida ? [SEP] The Harry Potter Remote Control Wand,Does this work at universal studios  in Florida ? </s> The Harry Potter Remote Control Wand,funny,1
61,Kissing Reduces Allergic Skin Wheal Responses and Plasma Neurotrophin Levels,Kissing Reduces Allergic Skin Wheal Responses and Plasma Neurotrophin Levels,funny,1
397,Oscillation of Human Performance as a Personality Measure.,Oscillation of Human Performance as a Personality Measure.,funny,1
782,Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,funny,1
1128,A Migrating Pacemaker,A Migrating Pacemaker,funny,1
210,If I put one of these in every room of my house will creepy Korean people watch my every move and listen to everything I say? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,If I put one of these in every room of my house will creepy Korean people watch my every move and listen to everything I say? </s> Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,funny,1
2121,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,not funny,0
4071,I adopted my dog from a shelter will it tell me if my dog voted for Donald Trump [SEP] Wisdom Panel 3.0 Breed Identification Dog DNA Test Kit | Canine Genetic Ancestry Test Kit for Dogs,I adopted my dog from a shelter will it tell me if my dog voted for Donald Trump </s> Wisdom Panel 3.0 Breed Identification Dog DNA Test Kit | Canine Genetic Ancestry Test Kit for Dogs,funny,1
12514,is it real? [SEP] Handmade Tiger Claw Samurai Katana Sword Set with Ornate Decorative Case,is it real? </s> Handmade Tiger Claw Samurai Katana Sword Set with Ornate Decorative Case,not funny,0
12876,How many months did it take for everyone to get results answer please ?? [SEP] Talisman Pentacle of Solomon Seal Pendant Hermetic Enochian Kabbalah Pagan Wiccan Jewelry,How many months did it take for everyone to get results answer please ?? </s> Talisman Pentacle of Solomon Seal Pendant Hermetic Enochian Kabbalah Pagan Wiccan Jewelry,not funny,0
2650,Heart rate variability and blood pressure among Japanese men and women: a community-based cross-sectional study,Heart rate variability and blood pressure among Japanese men and women: a community-based cross-sectional study,not funny,0
10887,Does this work on zucchinis? [SEP] Hutzler 571 Banana Slicer,Does this work on zucchinis? </s> Hutzler 571 Banana Slicer,not funny,0
10459,How is this different from Triple Antibiotic? [SEP] Vaseline Petroleum Jelly Original 13 oz,How is this different from Triple Antibiotic? </s> Vaseline Petroleum Jelly Original 13 oz,not funny,0
3813,will these fit on leather cord? [SEP] Green Giant Salt Free Naturally Sweet Sweetcorn 340g,will these fit on leather cord? </s> Green Giant Salt Free Naturally Sweet Sweetcorn 340g,funny,1
17791,How i could get the physical disc with halo 5: guardians limited collector's edition if i buy it from amazon.com ? i live out of the state. [SEP] Halo 5: Guardians - Limited Collector's Edition - Xbox One [Digital game download code only/No disc included],How i could get the physical disc with halo 5: guardians limited collector's edition if i buy it from amazon.com ? i live out of the state. </s> Halo 5: Guardians - Limited Collector's Edition - Xbox One [Digital game download code only/No disc included],not funny,0
945,Head and neck injury risks in heavy metal: head bangers stuck between rock and a hard bass,Head and neck injury risks in heavy metal: head bangers stuck between rock and a hard bass,funny,1
844,Does it come with the guy too? [SEP] Giant Gummy Bears  Party Python 8 ft 26.9 lbs,Does it come with the guy too? </s> Giant Gummy Bears  Party Python 8 ft 26.9 lbs,funny,1
6121,Will i be playing the game like killing something rather than just pressing a button to keep someone alive? [SEP] Until Dawn - PlayStation 4,Will i be playing the game like killing something rather than just pressing a button to keep someone alive? </s> Until Dawn - PlayStation 4,funny,1
